,,,upshift,upshift,upshift,upshift,upshift,upshift,upshift,upshift
yegE,,C flat,0,0,0,0,0,0,0,0
yehM,,C flat,0,0,0,0,0,0,0,0
yfcC,,C flat,0,0.011712345,0,0.012211503,0,0.011139103,0.017210115,0.00989903
yfcE,,C flat,0,0.009623713,0,0.011724992,0,0.011904762,0,0.00989903
yfcN,,C flat,0,0,0,0,0,0,0,0.00989903
yfcS,,C flat,0,0,0,0,0,0,0,0
yfcU,,C flat,0,0,0,0,0,0,0,0
yfdN,,C flat,0.01029548,0,0.011574074,0,0,0.010373444,0,0
yffS,,C flat,0.01049419,0.028871138,0.011574074,0,0.015110434,0.010373444,0.011088666,0.00989903
yfgC,,C flat,0.0106929,0,0.011899096,0,0.010500893,0,0,0
yfiF,,C flat,0.0106929,0.011712345,0,0.012211503,0,0.011904762,0.011088666,0.015632975
yfiH,,C flat,0,0,0,0,0,0,0,0
yfiQ,,C flat,0,0,0,0,0,0,0,0
ygdI,,C flat,0.01029548,0,0,0,0.009859988,0,0,0
ygeA,,C flat,0,0,0,0,0,0,0,0
ygfB,,C flat,0.0106929,0,0.011899096,0.011238481,0.015430887,0,0.009934433,0.00989903
yggN,,C flat,0.01029548,0.019247426,0,0,0,0,0,0
yghA,,C flat,0,0,0,0,0,0,0,0
yghS,,C flat,0.0106929,0.009623713,0.023148148,0.011238481,0.019719976,0.010373444,0.009934433,0.01146789
ygiB,,C flat,0,0.009623713,0.011574074,0,0.01018044,0,0.009934433,0.00989903
ygiF,,C flat,0.01029548,0,0.011899096,0,0,0.010373444,0.019868865,0.01979806
ygiN,,C flat,0,0.009623713,0.023148148,0.011238481,0,0,0,0
ygjP,,C flat,0.0106929,0,0,0,0,0,0,0
ygjR,,C flat,0.01029548,0,0,0,0,0,0,0
yhbJ,,C flat,0.0213858,0.035137034,0,0.024423006,0.021001785,0.011904762,0.012242899,0.00989903
yhbO,,C flat,0,0,0,0,0,0,0,0
yhbW,,C flat,0,0.011712345,0,0.011238481,0,0.011904762,0,0.01068346
yhbY,,C flat,0.030886441,0.028871138,0.011574074,0.022476961,0.01018044,0.021512547,0,0.00989903
yhcB,,C flat,0.02633483,0.052295828,0.035209755,0.028582713,0.025611327,0.03265165,0.027144548,0.04273384
yhcD,,C flat,0,0,0,0,0,0,0,0
yhcM,,C flat,0,0,0,0,0.009859988,0,0,0
yhdZ,Catabolic,C flat,0,0,0,0,0,0,0,0
yheS,,C flat,0,0,0,0,0,0,0,0
yheV,,C flat,0,0,0,0,0,0,0,0
yhhM,,C flat,0,0,0,0,0.009859988,0,0,0
yhhX,,C flat,0,0,0,0,0,0,0.012242899,0
yhiH,,C flat,0,0.011712345,0,0,0,0,0.012242899,0
yhiI,,C flat,0,0.009623713,0,0,0,0,0,0
yhjJ,,C flat,0,0.009623713,0,0.012211503,0.021001785,0,0.012242899,0
yiaF,,C flat,0.01049419,0.010668029,0.011736585,0.011724992,0.01018044,0,0.011088666,0.015632975
yiaJ,,C flat,0,0,0,0,0.010500893,0,0,0
yibL,,C flat,0.02633483,0.022380374,0.011574074,0.023449984,0.025611327,0.022278206,0.011088666,0.026316435
yibT,,C flat,0,0,0,0,0,0,0,0
yidB,,C flat,0.0106929,0,0,0,0,0,0,0
yidE,,C flat,0,0.009623713,0,0,0,0,0,0
yidQ,,C flat,0,0.009623713,0,0,0,0,0,0
yidR,,C flat,0,0,0,0,0.009859988,0,0,0
yifE,,C flat,0.052272241,0.046439656,0.041159302,0.046413456,0.045331303,0.049743134,0.027144548,0.047683355
yifL,,C flat,0.020590961,0.019247426,0.011574074,0.022476961,0.019719976,0.020746888,0,0
yigB,,C flat,0.0106929,0,0,0,0,0,0,0
yigL,,C flat,0.01049419,0.015479885,0.017686133,0,0.010500893,0.011904762,0.011088666,0.01979806
yigP,,C flat,0,0,0.011899096,0,0,0,0,0.01146789
yihX,,C flat,0,0,0,0.011238481,0,0,0,0
yiiD,,C flat,0.0106929,0.011712345,0.011574074,0.012211503,0.01018044,0,0.009934433,0
yiiM,,C flat,0,0,0,0,0,0,0,0
yiiQ,,C flat,0,0,0,0,0,0.010373444,0,0
yjaG,,C flat,0,0,0,0,0.009859988,0,0,0
yjbM,,C flat,0,0,0,0,0,0,0,0
yjbR,,C flat,0,0.009623713,0.011574074,0.011238481,0.009859988,0,0,0.00989903
yjcS,,C flat,0,0,0,0,0.010500893,0,0,0
yjdC,,C flat,0.01029548,0,0,0,0,0,0,0
yjdI,,C flat,0,0,0,0,0,0,0.009934433,0
yjgA,,C flat,0.0213858,0,0,0,0,0.011904762,0,0.01146789
yjgM,,C flat,0,0,0,0,0,0,0,0
yjhG,,C flat,0.0106929,0,0,0,0,0,0,0
yjhU,,C flat,0.01029548,0.010668029,0.011574074,0.011238481,0.009859988,0.010373444,0,0
yjiP,,C flat,0,0.011712345,0,0,0,0,0,0
yjjA,,C flat,0,0,0,0.012211503,0.009859988,0.011139103,0.012242899,0.01146789
yjjI,,C flat,0,0,0,0,0,0,0.009934433,0
yjjJ,,C flat,0,0,0,0,0,0.010373444,0,0
ymgD,,C flat,0,0,0.011574074,0.011238481,0.010500893,0,0.009934433,0.00989903
ymgG,,C flat,0,0,0,0,0,0.010373444,0,0
ymjA,,C flat,0,0,0.011574074,0,0,0.010373444,0,0.00989903
yneJ,,C flat,0,0,0,0.011238481,0,0,0,0
ynfB,,C flat,0.01049419,0.010668029,0.011899096,0.012211503,0.010500893,0.011139103,0.011088666,0.01068346
yniA,,C flat,0.0106929,0,0,0,0,0,0,0
ynjB,,C flat,0,0,0,0,0.010500893,0,0,0
ynjH,,C flat,0.01564193,0.026147914,0.029260207,0.023936495,0.015110434,0.011904762,0.016055882,0.026316435
yoaE,,C flat,0.01029548,0,0,0,0,0,0,0
yoaF,,C flat,0,0,0,0,0,0,0.009934433,0
yodD,,C flat,0,0,0,0,0,0,0,0
yohF,,C flat,0,0,0,0,0,0,0,0
NA,,C flat,0,0.009623713,0,0,0.009859988,0,0,0
yqcA,,C flat,0.0106929,0,0,0,0,0,0,0
yqfB,,C flat,0.0106929,0,0,0,0,0,0,0
yqhC,,C flat,0,0.011712345,0,0,0,0,0,0
yqiC,,C flat,0,0.009623713,0,0,0,0.010373444,0,0
yqiK,,C flat,0,0,0,0.011238481,0,0,0,0
yqjG,,C flat,0,0,0,0,0,0,0,0
yqjH,,C flat,0.01029548,0.011712345,0,0.012211503,0,0,0.012242899,0
yraP,,C flat,0.01564193,0.020291742,0.017686133,0.022476961,0.015110434,0.016325825,0.011088666,0.01979806
yrbA,,C flat,0.01029548,0,0,0.012211503,0.009859988,0.011904762,0.012242899,0.01146789
yrdA,,C flat,0.01584064,0.010668029,0.017686133,0.011724992,0.015430887,0.028230587,0.017210115,0.015632975
ysaB,,C flat,0,0.011712345,0,0,0,0,0,0
ytfJ,,C flat,0.01584064,0.011712345,0.011899096,0.012211503,0.010500893,0,0.009934433,0
yuaO,,C flat,0,0,0,0,0,0,0,0
yubF,,C flat,0,0,0,0,0,0.010373444,0,0
yubM,,C flat,0,0,0,0,0,0,0,0
zapB,,C flat,0.04732321,0.042672115,0.046946339,0.034688464,0.030541321,0.061647896,0.043200431,0.04194941
zapD,,C flat,0.01029548,0,0.011899096,0,0.01018044,0.011139103,0,0.01146789
zipA,,C flat,0,0,0,0,0.010500893,0,0.009934433,0.00989903
znuA,,C flat,0,0.009623713,0.011574074,0.012211503,0.010500893,0.011904762,0.012242899,0.01068346
zur,,C flat,0,0,0,0.011238481,0,0,0,0
gnd,,C down,0.183350262,0.18657807,0.176373795,0.135080662,0.188818825,0.20951887,0.202254737,0.244150718
accC,,C down,0.089101261,0.090156087,0.087943131,0.093313424,0.102124856,0.089878483,0.102456743,0.118302489
accD,,C down,0.04197676,0.033048402,0.064794983,0.035174976,0.055832196,0.034182968,0.088709327,0.064100759
acrB,,C down,0.084152231,0.064008173,0.07058202,0.070836463,0.086373517,0.093533887,0.09864376,0.106834599
adhE,,C down,0.194241872,0.179267858,0.152413093,0.146805654,0.183568379,0.155181782,0.172451439,0.165201413
thrA,amino acid synthesis,C down,0.115634801,0.109813236,0.117853381,0.106011438,0.137275719,0.180522624,0.185044621,0.179265528
lysC,amino acid synthesis,C down,0.0427716,0.032004086,0.035372265,0.023449984,0.051222654,0.072786999,0.126942542,0.100316224
alaA,amino acid synthesis,C down,0.02118709,0.020291742,0.029422718,0.030042247,0.020681333,0.028996246,0.028298781,0.02215135
fbaA,Glycolysis,C down,0.304530223,0.298704807,0.29936417,0.310955541,0.255792818,0.272525193,0.29939398,0.313200992
fbaB,Glycolysis,C down,0.01584064,0.015479885,0.011574074,0.011724992,0.015430887,0,0,0
eda,Catabolic,C down,0.057618691,0.043716431,0.046946339,0.052032697,0.102445308,0.118109069,0.125788308,0.144618924
apaH,,C down,0.0106929,0.011712345,0,0.011724992,0.010500893,0,0.009934433,0.01146789
apt,,C down,0.041579341,0.052295828,0.052895887,0.052032697,0.081763975,0.075676744,0.070344979,0.078949304
argA,amino acid synthesis,C down,0.03148257,0.026147914,0.029422718,0.028582713,0.051222654,0.043790753,0.065377762,0.04351827
argB,amino acid synthesis,C down,0.047124501,0.033048402,0.046946339,0.035661487,0.066653541,0.050508793,0.078774895,0.069050274
argC,amino acid synthesis,C down,0.02118709,0.026147914,0.02347317,0.044953922,0.025611327,0.027464928,0.032111765,0.03205038
argD,amino acid synthesis,C down,0.104941901,0.086388547,0.105954285,0.106011438,0.122165284,0.155181782,0.117008109,0.150352869
argE,amino acid synthesis,C down,0.03148257,0.046439656,0.023310659,0.058138448,0.034830411,0.049743134,0.04932188,0.049252215
argR,,C down,0,0,0,0,0.010500893,0.011904762,0.009934433,0
argH,amino acid synthesis,C down,0.04217547,0.043716431,0.029585228,0.035174976,0.0564731,0.081036356,0.144152657,0.115949199
aroA,amino acid synthesis,C down,0.03128386,0.032004086,0.029260207,0.052519208,0.06076219,0.062413555,0.060410546,0.079733734
aroC,amino acid synthesis,C down,0.02633483,0.021336058,0.017686133,0.023936495,0.040721761,0.03936969,0.056597563,0.064100759
aroD,amino acid synthesis,C down,0,0.010668029,0.011736585,0,0,0.011139103,0.012242899,0
aroE,amino acid synthesis,C down,0.01029548,0.011712345,0.011899096,0.011238481,0.01018044,0.023809524,0.009934433,0.01979806
aroF,amino acid synthesis,C down,0.03148257,0.026147914,0.029422718,0.034688464,0.071263083,0.056461174,0.081433645,0.068265844
aroG,amino acid synthesis,C down,0.110288351,0.132828202,0.129264944,0.128001888,0.162566594,0.166320885,0.189661554,0.165201413
aroH,amino acid synthesis,C down,0,0,0,0.012211503,0,0.011904762,0.009934433,0.01146789
aroK,amino acid synthesis,C down,0.062965141,0.053340144,0.070419509,0.081588432,0.071263083,0.055695515,0.077620662,0.084683249
artJ,Catabolic,C down,0.141572211,0.165876605,0.14116404,0.118222942,0.142526165,0.1567131,0.208376186,0.175100443
artP,Catabolic,C down,0,0.009623713,0.011899096,0.012211503,0.01018044,0.010373444,0.011088666,0.01068346
asnA,amino acid synthesis,C down,0.02078967,0.015479885,0.017523622,0.023449984,0.020360881,0.038604031,0.022177332,0.027100865
asnB,amino acid synthesis,C down,0.03702773,0.059196317,0.046946339,0.0642442,0.050902202,0.062413555,0.070344979,0.05420173
argG,amino acid synthesis,C down,0.183747682,0.200603916,0.240518734,0.204944103,0.239400575,0.280008892,0.328043045,0.349416457
atpH,,C down,0.105339321,0.111492145,0.123315397,0.121409625,0.12152438,0.132137917,0.112391176,0.099531794
atpE,,C down,0.0106929,0,0,0,0,0,0,0
bamD,,C down,0.02633483,0.032004086,0.023635681,0.041280727,0.035791767,0.023043865,0.04932188,0.04194941
accB,,C down,0.04217547,0.026147914,0.029260207,0.046899968,0.035471315,0.027464928,0.033265998,0.026316435
bcp,,C down,0.06316385,0.069864345,0.052733377,0.047386479,0.056152648,0.061647896,0.081433645,0.057582384
betB,,C down,0,0,0,0,0.009859988,0,0,0
bioB,,C down,0.02098838,0.015479885,0.029585228,0.029069224,0.041042214,0.033417309,0.045508897,0.058366814
borD,,C down,0.068112881,0.073631886,0.070256998,0.063757688,0.080802619,0.069724363,0.054289096,0.057582384
btuB,,C down,0.03702773,0.021336058,0.029422718,0.03663451,0.031502678,0.023043865,0.033265998,0.047683355
can,,C down,0.062567721,0.085344231,0.093892679,0.068890417,0.076193077,0.089112824,0.121975325,0.106834599
ppc,Glycolysis,C down,0.172856072,0.173411686,0.194059927,0.187113359,0.208538802,0.265807153,0.300898497,0.283503902
carA,amino acid synthesis,C down,0.05247095,0.059196317,0.058845435,0.058138448,0.071583535,0.082394784,0.088709327,0.074784219
carB,amino acid synthesis,C down,0.246116693,0.228840462,0.287465074,0.280913294,0.376996746,0.363762102,0.393420808,0.411705421
cfa,,C down,0,0,0,0.011238481,0.015110434,0.011139103,0.012242899,0.01068346
cirA,,C down,0.02098838,0.019247426,0.04710885,0.046899968,0.066333089,0.044556412,0.027144548,0.037784325
clpP,,C down,0.03702773,0.047483972,0.046946339,0.046413456,0.030541321,0.028230587,0.034420231,0.04351827
cmoA,,C down,0,0,0,0,0,0,0.009934433,0
coaBC,,C down,0.03682902,0.038904575,0.029422718,0.029069224,0.035791767,0.027464928,0.039387447,0.026316435
codA,Catabolic,C down,0.01564193,0.019247426,0.011574074,0.011724992,0.025290875,0,0.016055882,0.01068346
corA,,C down,0,0.009623713,0,0,0,0,0,0
corC,,C down,0.0106929,0,0,0.011238481,0.010500893,0,0,0.00989903
crl,,C down,0,0.009623713,0.011736585,0,0,0.010373444,0.009934433,0.00989903
cspA,,C down,0.01564193,0.010668029,0.017686133,0.034688464,0.025290875,0.016325825,0.016055882,0.02058249
cspC,,C down,0.188498002,0.197470968,0.17539873,0.197865328,0.166855683,0.191488836,0.166329989,0.174316013
cueO,,C down,0.01584064,0.015479885,0.011574074,0.012211503,0.01018044,0.011139103,0.011088666,0.01146789
cusA,,C down,0,0,0,0,0,0.010373444,0,0
cusB,,C down,0.02633483,0.016524201,0.011736585,0.023449984,0.025290875,0.028230587,0.023331565,0.026316435
cusC,,C down,0.0106929,0.011712345,0.011899096,0.012211503,0.010500893,0,0.009934433,0.00989903
cyaY,,C down,0.01029548,0.010668029,0.011574074,0.017344232,0.010500893,0.021512547,0.009934433,0.00989903
cyoB,,C down,0.01029548,0,0,0,0.010500893,0.023809524,0.009934433,0
cysA,,C down,0.02633483,0.02719223,0.035209755,0.023449984,0.035791767,0.044556412,0.027144548,0.04351827
cysC,,C down,0.01029548,0.019247426,0.011574074,0.028582713,0.025290875,0.03265165,0.017210115,0.02136692
cysD,,C down,0.02118709,0.036815943,0.040996792,0.052519208,0.045972208,0.061647896,0.064223529,0.079733734
cysE,amino acid synthesis,C down,0.0213858,0.015479885,0.011736585,0.011724992,0.020681333,0.020746888,0.016055882,0.01979806
cysH,,C down,0.02613612,0.041627799,0.046783829,0.035174976,0.040721761,0.044556412,0.044354664,0.048467785
cysI,amino acid synthesis,C down,0.13207157,0.150396719,0.188435401,0.152911406,0.208218349,0.178991306,0.230553518,0.221999368
cysJ,amino acid synthesis,C down,0.057618691,0.075720518,0.105629264,0.087694184,0.137916623,0.138855957,0.157900073,0.159467469
cysM,amino acid synthesis,C down,0.03663031,0.010668029,0.035209755,0.035174976,0.035791767,0.048977475,0.044354664,0.046898925
cysN,,C down,0.078607071,0.074676202,0.105629264,0.104551904,0.10705485,0.138090298,0.115853876,0.122467574
dacA,,C down,0.03682902,0.041627799,0.047271361,0.0642442,0.07094263,0.044556412,0.077620662,0.059151244
dapB,amino acid synthesis,C down,0.01049419,0.010668029,0.011736585,0.011238481,0.020360881,0.033417309,0.027144548,0.016417405
dapD,amino acid synthesis,C down,0.147117371,0.169644145,0.146463545,0.159017158,0.147456159,0.203393598,0.198441754,0.176669303
lysA,amino acid synthesis,C down,0.02118709,0.016524201,0.011574074,0.011724992,0.031502678,0.017091484,0.022177332,0.03205038
ddlA,,C down,0.01049419,0.011712345,0.011736585,0.011724992,0.01018044,0.011139103,0.012242899,0.01146789
ddlB,,C down,0.01049419,0.010668029,0.011899096,0.011724992,0.020360881,0.011139103,0.016055882,0.00989903
deaD,,C down,0.020590961,0.009623713,0.011736585,0.033715442,0.066333089,0.037838372,0.081433645,0.068265844
def,,C down,0.0106929,0.020291742,0.029422718,0.011238481,0.020040429,0.028230587,0.027144548,0.03205038
dhaK,Catabolic,C down,0.0213858,0.010668029,0.011736585,0.012211503,0,0,0,0
dhaL,,C down,0,0,0,0,0,0,0,0
asd,amino acid synthesis,C down,0.137020601,0.124248805,0.135377003,0.106011438,0.148417516,0.140387275,0.189661554,0.208719683
folP,,C down,0.01029548,0.010668029,0.011736585,0.033715442,0.019719976,0.020746888,0.012242899,0.01068346
dld,,C down,0.01029548,0.009623713,0.011899096,0.012211503,0.010500893,0.011904762,0.009934433,0
dnaA,,C down,0.01029548,0.009623713,0.023148148,0,0.019719976,0.031120332,0.009934433,0.01146789
dnaB,,C down,0.0106929,0,0.011574074,0,0.010500893,0.010373444,0,0.00989903
dnaJ,,C down,0,0,0.011899096,0.012211503,0.010500893,0,0.009934433,0
dnaK,,C down,0.483328874,0.532357125,0.510622697,0.485370885,0.443650287,0.493010275,0.517704599,0.50707213
dps,,C down,0.0106929,0.010668029,0,0,0,0,0,0
dsbA,,C down,0.02118709,0.036815943,0.011736585,0.030042247,0.031502678,0.028996246,0.028298781,0.048467785
dxs,,C down,0.0106929,0.021336058,0.011736585,0.012211503,0.024970423,0.010373444,0.011088666,0
fusA,affiliated translational apparatus,C down,0.990409351,0.953856698,1.091827415,1.066974263,1.139568417,1.146389054,1.152767591,1.183510759
efp,affiliated translational apparatus,C down,0.062766431,0.057107685,0.064307451,0.053005719,0.07094263,0.060116578,0.05544333,0.058366814
yeiP,,C down,0.01049419,0.015479885,0.011574074,0.011724992,0.009859988,0.022278206,0.011088666,0.00989903
tsf,affiliated translational apparatus,C down,0.340961823,0.289715687,0.334736435,0.322194021,0.310663657,0.399476388,0.363617509,0.398668671
tufA,affiliated translational apparatus,C down,3.790551004,3.889773298,3.999511917,4.25162328,4.391590377,4.429509978,4.478603557,4.706046491
engB,,C down,0,0.009623713,0.017523622,0.022476961,0,0.022278206,0.009934433,0.01146789
eno,Glycolysis,C down,0.409670834,0.455592291,0.445827714,0.501742095,0.508381114,0.582123098,0.568530996,0.553971055
entE,,C down,0.0106929,0.016524201,0.011899096,0.011724992,0.015430887,0.017091484,0.022177332,0.02293578
eptC,,C down,0,0.019247426,0,0,0.020360881,0.011139103,0.019868865,0.02058249
era,,C down,0,0.009623713,0,0,0.010500893,0,0,0
xthA,,C down,0.01049419,0.026147914,0.023310659,0.017344232,0.030861773,0.027464928,0.032111765,0.026316435
exbB,,C down,0.01049419,0,0.011899096,0.011238481,0.020040429,0.016325825,0.023331565,0.03126595
fbp,Glycolysis,C down,0.04752192,0.053340144,0.059007946,0.053005719,0.061403094,0.061647896,0.05544333,0.064100759
fabA,,C down,0.01049419,0.015479885,0.017686133,0.022963472,0.025611327,0.011139103,0.021023099,0.03205038
fabD,,C down,0.08435094,0.096012259,0.064957494,0.082561455,0.076513529,0.094299546,0.081433645,0.090417194
fabI,,C down,0.214832832,0.188891571,0.246630793,0.247197853,0.219360146,0.236810907,0.213343403,0.207150823
fabZ,,C down,0.05247095,0.026147914,0.046946339,0.058624959,0.055511744,0.049743134,0.044354664,0.03205038
fdx,,C down,0.03168128,0.032004086,0.023635681,0.035661487,0.035791767,0.027464928,0.05544333,0.0534173
yggX,,C down,0.073260621,0.068820029,0.081993583,0.064730711,0.066012636,0.071255681,0.075312195,0.068265844
fhuA,,C down,0.04237418,0.021336058,0.035047244,0.058624959,0.04629266,0.044556412,0.054289096,0.058366814
fis,,C down,0.030886441,0.009623713,0.023148148,0.023449984,0.025290875,0.022278206,0.027144548,0.026316435
fiu,,C down,0,0,0,0,0.009859988,0,0,0
fklB,,C down,0.083754811,0.111492145,0.122827864,0.104551904,0.096553957,0.089112824,0.087555094,0.090417194
fkpB,,C down,0.01584064,0.016524201,0.017686133,0.011724992,0.015430887,0.011139103,0.016055882,0.02136692
fldA,motility,C down,0.03682902,0.047483972,0.029585228,0.035661487,0.040721761,0.034182968,0.044354664,0.04194941
flgI,motility,C down,0.0106929,0,0.011574074,0,0,0,0,0
fliL,motility,C down,0.02098838,0.020291742,0.029422718,0.023449984,0.029579965,0.010373444,0.016055882,0.02058249
fmt,,C down,0,0.011712345,0,0,0,0,0,0
folB,,C down,0.0106929,0.011712345,0,0,0.009859988,0.011904762,0,0.01068346
fre,,C down,0,0.009623713,0.011574074,0.011238481,0.009859988,0.010373444,0,0
ftsE,,C down,0,0,0,0,0,0,0,0.00989903
gapA,Glycolysis,C down,0.363003751,0.363832252,0.34802284,0.373253695,0.447618924,0.464014029,0.497382068,0.37885207
zwf,,C down,0.04197676,0.032004086,0.035372265,0.058138448,0.055511744,0.055695515,0.048167647,0.069050274
pgi,Glycolysis,C down,0.094447711,0.094967943,0.111416301,0.092340401,0.120883476,0.14327702,0.135722741,0.120898714
galK,Catabolic,C down,0.047124501,0.053340144,0.029422718,0.035174976,0.030220869,0.016325825,0.009934433,0.01068346
galT,Catabolic,C down,0.0106929,0.010668029,0.011899096,0.012211503,0.010500893,0,0,0
galE,,C down,0.01564193,0.025103598,0.017686133,0.011724992,0.01018044,0.010373444,0,0.00989903
galM,Catabolic,C down,0.04217547,0.026147914,0.040996792,0.023936495,0.030861773,0.022278206,0.028298781,0.036999895
galU,,C down,0.03168128,0.053340144,0.053058398,0.046899968,0.03611222,0.028230587,0.017210115,0.036999895
folE,,C down,0.073459331,0.065052489,0.088105642,0.07548268,0.091623963,0.101783244,0.094830777,0.101100654
gcvP,,C down,0.01049419,0.021336058,0.011736585,0.03663451,0.046613112,0.033417309,0.05544333,0.059151244
gcvT,,C down,0.01029548,0.010668029,0.011736585,0.011238481,0.015110434,0,0.009934433,0.01068346
glgB,,C down,0.0106929,0.010668029,0.011736585,0.017344232,0.010500893,0,0,0.01146789
glmS,,C down,0.110288351,0.100824116,0.117365849,0.116763408,0.11723529,0.144042679,0.115853876,0.116733629
glmU,,C down,0.02078967,0.03095977,0.029097696,0.033715442,0.035150863,0.027464928,0.016055882,0.02136692
glnA,amino acid synthesis,C down,0.173452201,0.185533754,0.176861327,0.190032427,0.317516365,0.285195614,0.368584726,0.366618292
glnQ,Catabolic,C down,0.01584064,0.011712345,0,0.012211503,0.01018044,0,0.012242899,0.01146789
glpX,Glycolysis,C down,0,0,0,0,0,0.010373444,0,0
gltB,amino acid synthesis,C down,0.346904403,0.394717066,0.387469812,0.399622747,0.546416047,0.561549101,0.699740187,0.731424788
gltD,amino acid synthesis,C down,0.06316385,0.067980575,0.079343831,0.070349951,0.089479419,0.105438648,0.131332641,0.122467574
glyA,amino acid synthesis,C down,0.373040523,0.332797525,0.352747589,0.335378547,0.365854949,0.407725746,0.40681794,0.405187046
gnsA,,C down,0,0,0,0.012211503,0,0,0.009934433,0.01068346
gpmA,Glycolysis,C down,0.215428962,0.218172433,0.270591495,0.252817093,0.220321503,0.245060265,0.263819516,0.228517743
gpmB,,C down,0,0.009623713,0.023148148,0.011238481,0,0.010373444,0,0
grcA,,C down,0.02078967,0.010668029,0.017523622,0.011724992,0.020360881,0.016325825,0.016055882,0.02136692
greA,,C down,0.02078967,0.032004086,0.023310659,0.022963472,0.015110434,0.027464928,0.016055882,0.015632975
grpE,,C down,0.03663031,0.032004086,0.035209755,0.035174976,0.035791767,0.033417309,0.033265998,0.03205038
hemL,,C down,0.089101261,0.08157669,0.088105642,0.099905687,0.092264868,0.073552658,0.077620662,0.111784114
gshA,,C down,0.0427716,0,0.023635681,0.023449984,0.015430887,0.011904762,0.017210115,0.015632975
gor,,C down,0.020590961,0,0.011574074,0.017830744,0.020040429,0.011139103,0.021023099,0.02136692
gsiB,Catabolic,C down,0.02613612,0.036815943,0.035047244,0.035174976,0.020360881,0.016325825,0.029453015,0.016417405
gstB,,C down,0.02613612,0.03095977,0.035209755,0.017344232,0.025290875,0.022278206,0.033265998,0.03283481
yfdH,,C down,0.01029548,0.011712345,0.011899096,0,0,0.010373444,0.011088666,0.02293578
guaA,nucleotide synthesis,C down,0.104941901,0.102912748,0.141001529,0.105524927,0.168137492,0.146339656,0.184694338,0.181618818
guaC,,C down,0.01049419,0.019247426,0.023798191,0.022476961,0.015110434,0.010373444,0.019868865,0
gyrB,,C down,0.099992871,0.115669409,0.088593174,0.087207672,0.10705485,0.147105315,0.128096775,0.118302489
hemB,,C down,0.02613612,0.02342469,0.029422718,0.011724992,0.020360881,0.016325825,0.027144548,0.027100865
hemC,,C down,0.036431601,0.036815943,0.023310659,0.029069224,0.030861773,0.028230587,0.027144548,0.027100865
hemN,,C down,0.020590961,0.019247426,0.011574074,0,0.015110434,0.010373444,0.011088666,0.00989903
hexR,,C down,0,0,0,0,0,0,0,0
hflD,,C down,0.01049419,0.010668029,0.011736585,0.011724992,0.01018044,0.011139103,0.009934433,0.00989903
hflK,,C down,0.05247095,0.07258757,0.064307451,0.046413456,0.076513529,0.054929856,0.075312195,0.059151244
hisG,amino acid synthesis,C down,0.08435094,0.075720518,0.09405519,0.082561455,0.076513529,0.11734341,0.128096775,0.133935464
hisI,amino acid synthesis,C down,0.01049419,0.020291742,0.017523622,0.023449984,0.025290875,0.027464928,0.032111765,0.03126595
hisA,amino acid synthesis,C down,0.03702773,0.02719223,0.041159302,0.041280727,0.03611222,0.051274452,0.044354664,0.0534173
hisH,amino acid synthesis,C down,0.0213858,0.021336058,0.017686133,0.011724992,0.020360881,0.028230587,0.027144548,0.03126595
hisF,amino acid synthesis,C down,0.02613612,0.02719223,0.023635681,0.041280727,0.045651756,0.027464928,0.042046197,0.04351827
hisB,amino acid synthesis,C down,0.05247095,0.058152001,0.058845435,0.059111471,0.081123071,0.077208062,0.071499212,0.073999789
hisC,amino acid synthesis,C down,0.03168128,0.038904575,0.035534776,0.041767239,0.051222654,0.072786999,0.071499212,0.075568649
hisJ,Catabolic,C down,0.251860562,0.273191485,0.234731697,0.258922844,0.254511009,0.274649279,0.278721165,0.285315697
hisP,Catabolic,C down,0.020590961,0.009623713,0,0,0.015430887,0.011904762,0.009934433,0.026316435
hisD,amino acid synthesis,C down,0.02613612,0.022380374,0.035697287,0.024423006,0.031182226,0.034948627,0.032111765,0.02136692
hldD,,C down,0.0685103,0.089111771,0.07058202,0.088180695,0.081443523,0.100251926,0.121975325,0.114137404
hldE,,C down,0.062965141,0.057107685,0.041321813,0.058624959,0.055832196,0.033417309,0.04932188,0.037784325
hscA,,C down,0.0106929,0.009623713,0,0.011238481,0.021001785,0.011139103,0.029803298,0.02136692
hscB,,C down,0,0,0,0,0,0.023809524,0.009934433,0.00989903
hslO,,C down,0.02118709,0.026147914,0.023635681,0.023936495,0.015430887,0.023809524,0.039387447,0.047683355
hslU,,C down,0.073459331,0.086388547,0.058682924,0.075969192,0.045972208,0.077208062,0.076466428,0.079733734
htpX,,C down,0,0,0.011574074,0,0,0.010373444,0,0
iciA,,C down,0.01029548,0.010668029,0,0.011724992,0.015110434,0.011139103,0.021023099,0.01146789
infA,affiliated translational apparatus,C down,0.04197676,0.042672115,0.040996792,0.046899968,0.040721761,0.049743134,0.071499212,0.057582384
infB,affiliated translational apparatus,C down,0.241763792,0.246408979,0.246468282,0.159017158,0.258800099,0.224906145,0.278721165,0.286100127
ilvA,amino acid synthesis,C down,0.062766431,0.059196317,0.076369057,0.0642442,0.066333089,0.07202134,0.076466428,0.059151244
ilvC,amino acid synthesis,C down,0.408875994,0.340967199,0.422192034,0.373740207,0.422007597,0.415036554,0.388453591,0.393719156
