gene,sector,Product,function,functional class,general class,location,envelope_function,COG_functionname,COG_function,COG-id,cAMP,manual1,manual2,COG_functionname_curated
ybgI,a-sector,radiation resistance protein YbgI,,,,CP,,Coenzyme transport and metabolism,H,COG0327,no,,,Coenzyme transport and metabolism
ybgJ,rca-sector,,,,,CP,,Amino acid transport and metabolism,E,COG2049,no,,,Amino acid transport and metabolism
ybgK,rca-sector,,,,,CP,,Amino acid transport and metabolism,E,COG1984,no,,,Amino acid transport and metabolism
ybgL,rca-sector,,,,,CP,,General function prediction only,R,COG1540,no,,,General function prediction only
ybgO,s-sector,putative fimbrial protein YbgO,,,,EC,other,Cell motility,N,COG3539,no,,,Cell motility
ybgP,rca-sector,putative fimbrial chaperone YbgP,,,,PE,other,Extracellular structures,W,COG3121,no,,,Extracellular structures
ybgQ,rca-sector,putative fimbrial usher protein YbgQ,,,,OM,membrane protein,notdefined,NW,COG3188,no,,,notdefined
ybgS,s-sector,PF13985 family protein YbgS,,,,PE,other,notdefined,notdefined,,no,,,notdefined
ybhA,r-sector,"pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase",,,,CP,,notdefined,HR,COG0561,no,,,notdefined
ybhB,s-sector,putative kinase inhibitor,,,,CP,,General function prediction only,R,COG1881,no,,,General function prediction only
ybhC,r-sector,outer membrane lipoprotein YhbC,,,,LPO,other,notdefined,GI,COG4677,no,,,notdefined
ybhD,s-sector,putative DNA-binding transcriptional regulator YbhD,,,,CP,,Transcription,K,COG0583,no,,,Transcription
ybhF,ra-sector,putative ABC exporter ATP binding subunit,,,,CP,,Defense mechanisms,V,COG1131,no,,,Defense mechanisms
ybhG,a-sector,HlyD_D23 family protein YbhG,,,,IM,transporter,notdefined,MV,COG0845,no,,,notdefined
ybhH,s-sector,putative isomerase YbhH,,,,CP,,Energy production and conversion,C,COG2828,yes,,,Energy production and conversion
ybhI,rca-sector,putative tricarboxylate transporter,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG0471,no,,,Carbohydrate transport and metabolism
ybhJ,rca-sector,putative hydratase YbhJ,,,,CP,,Energy production and conversion,C,COG1048,no,,,Energy production and conversion
ybhK,s-sector,putative transferase YbhK,,,,CP,,notdefined,HG,COG0391,no,,,notdefined
ybhL,s-sector,Bax1-I family protein YbhL,,,,IM,membrane protein,General function prediction only,R,COG0670,no,,,General function prediction only
ybhM,rca-sector,Bax1-I family protein YbhM,,,,IM,membrane protein,General function prediction only,R,COG0670,no,,,General function prediction only
ybhN,rca-sector,PF03706 family inner membrane protein YbhN,,,,IM,membrane protein,Function unknown,S,COG0392,no,,,Function unknown
ybhP,s-sector,endonuclease/exonuclease/phosphatase domain-containing protein YbhP,,,,CP,,General function prediction only,R,COG3568,no,,,General function prediction only
ybhQ,s-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ybhR,rca-sector,putative ABC exporter membrane subunit YbhR,,,,IM,transporter,Defense mechanisms,V,COG0842,no,,,Defense mechanisms
ybhS,s-sector,putative ABC exporter membrane subunit YbhS,,,,IM,transporter,Defense mechanisms,V,COG0842,no,,,Defense mechanisms
ybiA,rca-sector,<i>N</i>-glycosidase YbiA,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG3236,no,,,"Posttranslational modification, protein turnover, chaperones"
ybiB,a-sector,nonspecific DNA-binding protein YbiB,,,,CP,,Amino acid transport and metabolism,E,COG0547,no,,,Amino acid transport and metabolism
ybiC,a-sector,,,,,CP,,Energy production and conversion,C,COG2055,no,,,Energy production and conversion
ybiH,u-sector,,,,,CP,,Transcription,K,COG1309,yes,,,Transcription
ybiI,rc-sector,zinc finger domain-containing protein YbiI,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1734,yes,,,"Translation, ribosomal structure and biogenesis"
ybiJ,a-sector,DUF1471 domain-containing protein YbiJ,,,,CP,,notdefined,notdefined,,yes,,,notdefined
ybiO,rca-sector,moderate conductance mechanosensitive channel,,,,IM,other,Cell wall/membrane/envelope biogenesis,M,COG0668,no,,,Cell wall/membrane/envelope biogenesis
ybiR,rca-sector,putative transporter YbiR,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG1055,no,,,Inorganic ion transport and metabolism
ybiT,ra-sector,ABC transporter ATP-binding protein YbiT,,,,CP,,General function prediction only,R,COG0488,no,,,General function prediction only
ybiU,a-sector,DUF1479 domain-containing protein YbiU,,,,CP,,notdefined,notdefined,,no,,,notdefined
ybiV,a-sector,sugar phosphatase,,,,CP,,notdefined,HR,COG0561,yes,,,notdefined
ybiW,rca-sector,putative pyruvate formate lyase,,,,CP,,Energy production and conversion,C,COG1882,no,,,Energy production and conversion
ybiX,c-sector,PKHD-type hydroxylase YbiX,,,,CP,,General function prediction only,R,COG3128,no,,,General function prediction only
ybiY,rca-sector,putative pyruvate formate-lyase activating enzyme YbiY,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1180,no,,,"Posttranslational modification, protein turnover, chaperones"
ybjC,a-sector,DUF1418 domain-containing protein YbjC,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ybjD,rca-sector,DUF2813 domain-containing protein YbjD,,,,CP,,"Replication, recombination and repair",L,COG3593,no,,,"Replication, recombination and repair"
ybjG,ra-sector,undecaprenyl pyrophosphate phosphatase,,,,IM,other,Lipid transport and metabolism,I,COG0671,no,,,Lipid transport and metabolism
ybjH,ra-sector,uncharacterized protein YbjH,,,,CP,,notdefined,notdefined,,no,,,notdefined
ybjI,a-sector,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase,,,,CP,,notdefined,HR,COG0561,no,,,notdefined
ybjJ,rca-sector,inner membrane protein YbjJ,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG0738,no,,,Carbohydrate transport and metabolism
ybjL,rca-sector,putative transport protein YbjL,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0569,no,,,Inorganic ion transport and metabolism
ybjM,a-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ybjN,s-sector,protein YbjN,,,,CP,,notdefined,notdefined,,no,,,notdefined
ybjO,rca-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ybjP,s-sector,DUF3828 domain-containing lipoprotein YbjP,,,,LPO,lipoprotein,notdefined,notdefined,,no,,,Lipid transport and metabolism
ybjQ,s-sector,putative heavy metal binding protein YbjQ,,,,CP,,Function unknown,S,COG0393,no,,,Function unknown
ybjS,rca-sector,putative NAD(P)H-binding oxidoreductase with NAD(P)-binding Rossmann-fold domain,,,,CP,,Cell wall/membrane/envelope biogenesis,M,COG0451,no,,,Cell wall/membrane/envelope biogenesis
ybjT,rca-sector,putative NAD(P)-dependent oxidoreductase YbjT,,,,CP,,General function prediction only,R,COG0702,no,,,General function prediction only
ybjX,ra-sector,DUF535 domain-containing protein YbjX,,,,CP,,Function unknown,S,COG2990,no,,,Function unknown
ycaC,s-sector,putative hydrolase,,,,CP,,notdefined,HR,COG1335,no,,,notdefined
ycaD,ra-sector,putative transporter YcaD,,,,IM,transporter,notdefined,GEPR,COG0477,no,,,notdefined
ycaI,rca-sector,metallo-&beta;-lactamase superfamily inner membrane protein YcaI,,,,IM,membrane protein,General function prediction only,R,COG0658,no,,,General function prediction only
ycaK,a-sector,putative NAD(P)H-dependent oxidoreductase YcaK,,,,CP,,General function prediction only,R,COG2249,no,,,General function prediction only
ycaL,rca-sector,periplasmic protease YcaL,,,,EC,other,"Posttranslational modification, protein turnover, chaperones",O,COG0501,no,,,"Posttranslational modification, protein turnover, chaperones"
ycaM,rca-sector,putative transporter YcaM,,,,IM,transporter,Amino acid transport and metabolism,E,COG0531,no,,,Amino acid transport and metabolism
ycaN,rca-sector,putative LysR-type transcriptional regulator YcaN,,,,CP,,Transcription,K,COG0583,no,,,Transcription
ycaO,r-sector,ribosomal protein S12 methylthiotransferase accessory factor YcaO,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG1944,no,,,"Translation, ribosomal structure and biogenesis"
ycaP,rca-sector,DUF421 domain-containing protein YcaP,,,,IM,membrane protein,Function unknown,S,COG2323,no,,,Function unknown
ycaQ,rca-sector,winged helix DNA-binding domain-containing protein YcaQ,,,,CP,,General function prediction only,R,COG3214,no,,,General function prediction only
ycaR,a-sector,UPF0434 family protein YcaR,,,,CP,,Function unknown,S,COG2835,no,,,Function unknown
ycbF,s-sector,putative fimbrial chaperone YcbF,,,,PE,other,Extracellular structures,W,COG3121,no,,,Extracellular structures
ycbJ,s-sector,putative phosphotransferase YcbJ,,,,CP,,General function prediction only,R,COG3173,no,,,General function prediction only
ycbK,rca-sector,DUF882 domain-containing protein YcbK,,,,PE,other,Function unknown,S,COG3108,no,,,Function unknown
ycbU,rca-sector,putative fimbrial protein YcbU,,,,EC,other,Cell motility,N,COG3539,no,,,Cell motility
ycbV,rca-sector,putative fimbrial protein YcbV,,,,EC,other,Cell motility,N,COG3539,no,,,Cell motility
ycbX,rca-sector,6-<i>N</i>-hydroxylaminopurine resistance protein,,,,CP,,Energy production and conversion,C,COG0633,no,,,Energy production and conversion
ycbZ,c-sector,putative ATP-dependent protease YcbZ,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG1067,no,,,"Posttranslational modification, protein turnover, chaperones"
yccA,a-sector,modulator of FtsH protease,,,,IM,membrane protein,General function prediction only,R,COG0670,no,,,General function prediction only
yccE,s-sector,uncharacterized protein YccE,,,,CP,,notdefined,notdefined,,no,,,notdefined
yccF,ra-sector,PF03733 family inner membrane protein YccF,,,,IM,membrane protein,Function unknown,S,COG3304,no,,,Function unknown
yccJ,s-sector,PF13993 family protein YccJ,,,,CP,,notdefined,notdefined,,no,,,notdefined
yccM,ra-sector,putative 4Fe-4S membrane protein,,,,IM,membrane protein,Energy production and conversion,C,COG0348,no,,,Energy production and conversion
yccS,ra-sector,putative transporter YccS,,,,IM,membrane protein,Function unknown,S,COG1289,no,,,Function unknown
yccT,rca-sector,DUF2057 domain-containing protein YccT,,,,PE,other,Function unknown,S,COG3110,no,,,Function unknown
yccU,ra-sector,putative CoA-binding protein with NAD(P)-binding Rossmann-fold domain,,,,CP,,General function prediction only,R,COG1832,no,,,General function prediction only
yccX,s-sector,acylphosphatase,,,,CP,,Energy production and conversion,C,COG1254,no,,,Energy production and conversion
ycdU,rca-sector,uncharacterized protein YcdU,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
ycdX,a-sector,zinc-binding phosphatase,,,,CP,,notdefined,ER,COG1387,no,,,notdefined
ycdY,ra-sector,chaperone protein YcdY,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG3381,no,,,"Posttranslational modification, protein turnover, chaperones"
ycdZ,ra-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,yes,,,notdefined
yceA,rca-sector,UPF0176 protein YceA,,,,CP,,General function prediction only,R,COG1054,no,,,General function prediction only
yceB,a-sector,putative lipid-binding lipoprotein YceB,,,,CP,,notdefined,notdefined,,no,,,Lipid transport and metabolism
yceD,r-sector,DUF177 domain-containing protein YceD,,,,CP,,Function unknown,S,COG1399,no,,,Function unknown
yceF,s-sector,m<sup>7</sup>GTP pyrophosphatase,,,,CP,,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG0424,no,,,"Secondary metabolites biosynthesis, transport and catabolism"
yceH,a-sector,DUF480 domain-containing protein YceH,,,,CP,,Function unknown,S,COG3132,no,,,Function unknown
yceI,a-sector,protein YceI,,,,PE,other,General function prediction only,R,COG2353,no,,,General function prediction only
yceJ,ra-sector,putative cytochrome b561,,,,IM,other,Energy production and conversion,C,COG3038,no,,,Energy production and conversion
yceK,rca-sector,DUF1375 domain-containing lipoprotein YceK,,,,OM,lipoprotein,Function unknown,S,COG5645,no,,,Function unknown
yceM,ra-sector,putative oxidoreductase YceM,,,,CP,,General function prediction only,R,COG0673,no,,,General function prediction only
yceO,ra-sector,DUF2770 domain-containing protein YceO,,,,CP,,notdefined,notdefined,,no,,,notdefined
yceQ,rca-sector,DUF2655 domain-containing protein YceQ,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycfH,a-sector,putative metal-dependent hydrolase YcfH,,,,CP,,Cell motility,N,COG0084,no,,,Cell motility
ycfJ,ra-sector,PF05433 family protein YcfJ,,,,MR,other,Function unknown,S,COG3134,no,,,Function unknown
ycfK,rca-sector,e14 prophage; protein StfP,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycfL,ra-sector,DUF1425 domain-containing protein YcfL,,,,LPO,other,Function unknown,S,COG5633,no,,,Function unknown
ycfP,s-sector,UPF0227 protein YcfP,,,,CP,,General function prediction only,R,COG3150,no,,,General function prediction only
ycfT,s-sector,inner membrane protein YcfT,,,,IM,membrane protein,Function unknown,S,COG4763,no,,,Function unknown
ycfZ,rca-sector,putative inner membrane protein,,,,IM,membrane protein,Function unknown,S,COG1512,no,,,Function unknown
ycgB,s-sector,PF04293 family protein YcgB,,,,CP,,"Cell cycle control, cell division, chromosome partitioning",D,COG2719,no,,,"Cell cycle control, cell division, chromosome partitioning"
ycgH_1,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycgH_2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycgI,rca-sector,protein YcgI,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycgJ,a-sector,PF05666 family protein YcgJ,,,,PE,other,notdefined,notdefined,,no,,,notdefined
ycgL,a-sector,PF05166 family protein YcgL,,,,CP,,Function unknown,S,COG3100,no,,,Function unknown
ycgM,a-sector,putative isomerase/hydrolase,,,,CP,,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG0179,no,,,"Secondary metabolites biosynthesis, transport and catabolism"
ycgN,rca-sector,PF03693 family protein YcgN,,,,CP,,Function unknown,S,COG2983,no,,,Function unknown
ycgR,c-sector,flagellar brake protein YcgR,,,,CP,,Cell motility,N,COG5581,no,,,Cell motility
ycgV,rca-sector,putative autotransporter adhesin YcgV,,,,OM,other,notdefined,MU,COG3468,no,,,notdefined
ycgX,rca-sector,DUF1398 domain-containing protein YcgX,,,,CP,,Function unknown,S,COG5562,no,,,Function unknown
ycgY,rca-sector,uncharacterized protein YcgY,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycgZ,rca-sector,putative two-component system connector protein YcgZ,,,,CP,,notdefined,notdefined,,no,,,notdefined
ychA,rca-sector,transglutaminase-like/TPR repeat-containing protein,,,,CP,,Signal transduction mechanisms,T,COG2912,no,,,Signal transduction mechanisms
ychE,s-sector,putative inner membrane protein,,,,IM,membrane protein,Amino acid transport and metabolism,E,COG2095,no,,,Amino acid transport and metabolism
ychE_1,s-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ychF,u-sector,redox-responsive ATPase YchF,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0012,no,,,"Translation, ribosomal structure and biogenesis"
ychG_1,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ychG_2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ychH,s-sector,stress-induced protein,,,,IM,membrane protein,notdefined,notdefined,,yes,,,notdefined
ychJ,a-sector,NTF2-like domain-containing protein YchJ,,,,CP,,Function unknown,S,COG3012,no,,,Function unknown
ychN,s-sector,DsrE/F sulfur relay family protein YchN,,,,CP,,Inorganic ion transport and metabolism,P,COG1553,no,,,Inorganic ion transport and metabolism
ychO,ra-sector,putative invasin YchO,,,,PE,other,notdefined,notdefined,,no,,,notdefined
ychQ,ra-sector,SirB family protein YchQ,,,,IM,other,Function unknown,S,COG3094,no,,,Function unknown
ychS,rca-sector,putative uncharacterized protein YchS,,,,CP,,notdefined,notdefined,,no,,,notdefined
yciA,s-sector,acyl-CoA thioesterase,,,,CP,,Lipid transport and metabolism,I,COG1607,no,,,Lipid transport and metabolism
yciB,rca-sector,inner membrane protein,,,,IM,membrane protein,"Cell cycle control, cell division, chromosome partitioning",D,COG2917,no,,,"Cell cycle control, cell division, chromosome partitioning"
yciC,rca-sector,putative inner membrane protein,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
yciE,s-sector,DUF892 domain-containing protein YciE,,,,CP,,Inorganic ion transport and metabolism,P,COG3685,no,,,Inorganic ion transport and metabolism
yciF,rca-sector,DUF892 domain-containing protein YciF,,,,CP,,Inorganic ion transport and metabolism,P,COG3685,no,,,Inorganic ion transport and metabolism
yciG,rca-sector,stress-induced bacterial acidophilic repeat motifs-containing protein YciG,,,,CP,,General function prediction only,R,COG3729,no,,,General function prediction only
yciH,r-sector,putative translation factor,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0023,no,,,"Translation, ribosomal structure and biogenesis"
yciI,s-sector,protein YciI,,,,CP,,General function prediction only,R,COG2350,no,,,General function prediction only
yciK,s-sector,putative oxidoreductase,,,,CP,,notdefined,IQR,COG1028,no,,,notdefined
yciN,s-sector,protein YciN,,,,CP,,notdefined,notdefined,,no,,,notdefined
yciO,a-sector,putative RNA-binding protein YciO,,,,CP,,"Translation, ribosomal structure and biogenesis",J,COG0009,no,,,"Translation, ribosomal structure and biogenesis"
yciQ,rca-sector,DUF2207 domain-containing protein YciQ,,,,IM,membrane protein,notdefined,notdefined,,no,,,notdefined
yciT,s-sector,putative DNA-binding transcriptional regulator YciT,,,,CP,,notdefined,KG,COG1349,no,,,notdefined
yciU,ra-sector,DUF440 domain-containing protein YciU,,,,CP,,Function unknown,S,COG3099,no,,,Function unknown
yciV,a-sector,RNA/ssDNA 5'&rarr;3' exonuclease,,,,CP,,General function prediction only,R,COG0613,no,,,General function prediction only
yciW,s-sector,putative oxidoreductase,,,,CP,,Inorganic ion transport and metabolism,P,COG2128,no,,,Inorganic ion transport and metabolism
yciX,rca-sector,uncharacterized protein YciX,,,,CP,,notdefined,notdefined,,no,,,notdefined
yciY,s-sector,uncharacterized protein YciY,,,,CP,,notdefined,notdefined,,no,,,notdefined
yciZ,s-sector,UPF0509 protein YciZ,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycjD,rca-sector,DUF559 domain-containing protein YcjD,,,,CP,,"Replication, recombination and repair",L,COG2852,no,,,"Replication, recombination and repair"
ycjF,s-sector,DUF697 domain-containing inner membrane protein YcjF,,,,IM,membrane protein,Function unknown,S,COG3768,no,,,Function unknown
ycjG,rca-sector,L-Ala-D/L-Glu epimerase,,,,CP,,notdefined,MR,COG4948,no,,,notdefined
ycjM,rca-sector,glucosylglycerate phosphorylase,,,,CP,,Carbohydrate transport and metabolism,G,COG0366,no,,,Carbohydrate transport and metabolism
ycjN,rca-sector,putative ABC transporter periplasmic binding protein YcjN,,,,CP,,Carbohydrate transport and metabolism,G,COG1653,yes,,,Carbohydrate transport and metabolism
ycjO,rca-sector,putative ABC transporter membrane subunit YcjO,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG1175,no,,,Carbohydrate transport and metabolism
ycjP,rca-sector,putative ABC transporter membrane subunit YcjP,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG0395,no,,,Carbohydrate transport and metabolism
ycjQ,rca-sector,putative zinc-binding dehydrogenase YcjQ,,,,CP,,notdefined,ER,COG1063,no,,,notdefined
ycjR,rca-sector,putative ketohexose-3-epimerase YcjR,,,,CP,,Carbohydrate transport and metabolism,G,COG1082,no,,,Carbohydrate transport and metabolism
ycjS,rca-sector,putative oxidoreductase YcjS,,,,CP,,General function prediction only,R,COG0673,no,,,General function prediction only
ycjT,rca-sector,kojibiose phosphorylase,,,,CP,,Carbohydrate transport and metabolism,G,COG1554,no,,,Carbohydrate transport and metabolism
ycjU,rca-sector,&beta;-phosphoglucomutase,,,,CP,,notdefined,GR,COG0637,no,,,notdefined
ycjV,rca-sector,putative ABC transporter ATP-binding protein YcjV,,,,CP,,notdefined,notdefined,,no,,,notdefined
ycjW,rca-sector,putative LacI-type DNA-binding transcriptional regulator YcjW,,,,CP,,Transcription,K,COG1609,no,,,Transcription
ycjX,s-sector,DUF463 domain-containing protein YcjX,,,,CP,,General function prediction only,R,COG3106,no,,,General function prediction only
ycjY,rca-sector,putative hydrolase YcjY,,,,CP,,Signal transduction mechanisms,T,COG1073,no,,,Signal transduction mechanisms
ydaC,s-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaE,rca-sector,Rac prophage; zinc-binding protein,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaF,s-sector,Rac prophage; DUF1391 domain-containing protein YdaF,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaG,rca-sector,Rac prophage; uncharacterized protein YdaG,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaN,rca-sector,,,,,IM,transporter,Inorganic ion transport and metabolism,P,COG0598,no,,,Inorganic ion transport and metabolism
ydaS,rca-sector,Rac prophage; toxin YdaS,,,,PE,other,Transcription,K,COG4197,no,,,Transcription
ydaT,rca-sector,Rac prophage; protein YdaT,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaU,s-sector,Rac prophage; DUF1376 domain-containing protein YdaU,,,,CP,,Function unknown,S,COG3756,no,,,Function unknown
ydaV,rca-sector,Rac prophage; putative ATP-binding protein YdaV,,,,CP,,"Replication, recombination and repair",L,COG1484,no,,,"Replication, recombination and repair"
ydaW,rca-sector,Rac prophage; putative uncharacterized protein YdaW,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydaY,rca-sector,Rac prophage; putative uncharacterized protein YdaY,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydbA_1,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydbA_2,rca-sector,,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydbC,s-sector,,,,,CP,,General function prediction only,R,COG0667,no,,,General function prediction only
ydbD,rca-sector,DUF2773 domain-containing protein YdbD,,,,IM,other,notdefined,notdefined,,no,,,notdefined
ydbH,a-sector,PF11739 family protein YdbH,,,,IM,other,notdefined,notdefined,,no,,,notdefined
ydbJ,rca-sector,DUF333 domain-containing protein YdbJ,,,,LPO,other,General function prediction only,R,COG3042,yes,,,General function prediction only
ydbK,s-sector,putative pyruvate-flavodoxin oxidoreductase,,,,CP,,Energy production and conversion,C,COG0674,no,,,Energy production and conversion
ydbL,s-sector,DUF1318 domain-containing protein YdbL,,,,CP,,Function unknown,S,COG3784,no,,,Function unknown
ydcA,rca-sector,protein YdcA,,,,PE,other,notdefined,notdefined,,no,,,notdefined
ydcC,rca-sector,H repeat-associated putative transposase YdcC,,,,CP,,"Mobilome: prophages, transposons",X,COG5433,yes,,,"Mobilome: prophages, transposons"
ydcD,s-sector,uncharacterized protein YdcD,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydcF,s-sector,DUF218 domain-containing protein YdcF,,,,CP,,General function prediction only,R,COG1434,no,,,General function prediction only
ydcH,s-sector,protein YdcH,,,,CP,,Function unknown,S,COG2841,no,,,Function unknown
ydcI,rca-sector,putative DNA-binding transcriptional repressor YdcI,,,,CP,,Transcription,K,COG0583,no,,,Transcription
ydcJ,rca-sector,DUF1338 domain-containing protein YdcJ,,,,CP,,General function prediction only,R,COG5383,no,,,General function prediction only
ydcK,s-sector,putative enzyme YdcK,,,,CP,,General function prediction only,R,COG0663,no,,,General function prediction only
ydcL,s-sector,DUF3313 domain-containing lipoprotein YdcL,,,,LPO,lipoprotein,notdefined,notdefined,,no,,,Lipid transport and metabolism
ydcM,s-sector,,,,,CP,,"Mobilome: prophages, transposons",X,COG0675,no,,,"Mobilome: prophages, transposons"
ydcO,s-sector,putative transport protein YdcO,,,,IM,transporter,"Secondary metabolites biosynthesis, transport and catabolism",Q,COG3135,no,,,"Secondary metabolites biosynthesis, transport and catabolism"
ydcP,r-sector,,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0826,no,,,"Posttranslational modification, protein turnover, chaperones"
ydcR,rca-sector,fused putative DNA-binding transcriptional regulator/putative aminotransferase YdcR,,,,CP,,notdefined,KE,COG1167,no,,,notdefined
ydcS,s-sector,putative ABC transporter periplasmic binding protein / polyhydroxybutyrate synthase,,,,PE,transporter,Amino acid transport and metabolism,E,COG0687,no,,,Amino acid transport and metabolism
ydcT,rca-sector,putative ABC transporter ATP-binding protein YdcT,,,,CP,,Amino acid transport and metabolism,E,COG3842,no,,,Amino acid transport and metabolism
ydcU,rca-sector,putative ABC transporter membrane subunit YdcU,,,,IM,transporter,Amino acid transport and metabolism,E,COG1176,no,,,Amino acid transport and metabolism
ydcV,s-sector,putative ABC transporter membrane subunit YdcV,,,,IM,transporter,Amino acid transport and metabolism,E,COG1177,no,,,Amino acid transport and metabolism
ydcY,ra-sector,DUF2526 domain-containing protein YdcY,,,,CP,,notdefined,notdefined,,no,,,notdefined
ydcZ,ra-sector,putative inner membrane protein,,,,IM,membrane protein,Function unknown,S,COG3238,no,,,Function unknown
yddA,c-sector,ABC transporter family protein YddA,,,,IM,transporter,General function prediction only,R,COG4178,no,,,General function prediction only
yddB,c-sector,putative TonB-dependent receptor,,,,OM,transporter,Inorganic ion transport and metabolism,P,COG4771,no,,,Inorganic ion transport and metabolism
yddE,a-sector,PF02567 family protein YddE,,,,CP,,General function prediction only,R,COG0384,no,,,General function prediction only
yddG,a-sector,aromatic amino acid exporter,,,,IM,transporter,notdefined,GER,COG0697,no,,,notdefined
yddH,s-sector,flavin reductase-like protein YddH,,,,CP,,Energy production and conversion,C,COG1853,no,,,Energy production and conversion
yddJ,rca-sector,uncharacterized protein YddJ,,,,CP,,notdefined,notdefined,,no,,,notdefined
yddK,ra-sector,leucine-rich repeat domain-containing protein YddK,,,,CP,,notdefined,notdefined,,no,,,notdefined
yddL,ra-sector,putative uncharacterized protein YddL,,,,OM,lipoprotein,notdefined,notdefined,,no,,,notdefined
yddM,rca-sector,putative DNA-binding transcriptional regulator YddM,,,,CP,,Defense mechanisms,V,COG3093,no,,,Defense mechanisms
yddW,rca-sector,putative lipoprotein YddW,,,,LPO,other,Function unknown,S,COG1649,no,,,Function unknown
ydeA,ra-sector,YDEA-MONOMER,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,yes,,,Carbohydrate transport and metabolism
ydeE,rca-sector,dipeptide exporter,,,,IM,transporter,Carbohydrate transport and metabolism,G,COG2814,no,,,Carbohydrate transport and metabolism
ydeI,s-sector,BOF family protein YdeI,,,,PE,other,Function unknown,S,COG3111,no,,,Function unknown
ydeJ,rca-sector,PF02464 family protein YdeJ,,,,CP,,Coenzyme transport and metabolism,H,COG1546,no,,,Coenzyme transport and metabolism
ydeK,rca-sector,,,,,LPO,lipoprotein,notdefined,notdefined,,no,,,notdefined
ydeM,s-sector,putative anaerobic sulfatase maturation enzyme YdeM,,,,CP,,"Posttranslational modification, protein turnover, chaperones",O,COG0641,no,,,"Posttranslational modification, protein turnover, chaperones"
ydeN,s-sector,putative sulfatase YdeN,,,,PE,other,Inorganic ion transport and metabolism,P,COG3119,yes,,,Inorganic ion transport and metabolism
ydeO,s-sector,DNA-binding transcriptional dual regulator YdeO,,,,CP,,Transcription,K,COG2207,no,,,Transcription
ydeP,rca-sector,putative oxidoreductase YdeP,,,,CP,,Energy production and conversion,C,COG0243,no,,,Energy production and conversion
ydeQ,rca-sector,putative fimbrial adhesin protein YdeQ,,,,CP,,Cell motility,N,COG3539,no,,,Cell motility
ydeR,rca-sector,putative fimbrial protein YdeR,,,,EC,other,Cell motility,N,COG3539,no,,,Cell motility
ydeS,rca-sector,putative fimbrial protein YdeS,,,,EC,other,Cell motility,N,COG3539,no,,,Cell motility
ydeT,rca-sector,fimbrial usher domain-containing protein YdeT,,,,OM,other,notdefined,notdefined,,no,,,notdefined
ydeU,rca-sector,,,,,OM,other,notdefined,notdefined,,no,,,notdefined
